locality_name;district_name;province_name
San Jaime de la Frontera;Federación;Provincia de Entre Ríos
San Pedro;Federación;Provincia de Entre Ríos
Santa Ana;Federación;Provincia de Entre Ríos
Villa del Rosario;Federación;Provincia de Entre Ríos
Conscripto Bernardi;Federal;Provincia de Entre Ríos
El Cimarrón;Federal;Provincia de Entre Ríos
Federal;Federal;Provincia de Entre Ríos
Nueva Vizcaya;Federal;Provincia de Entre Ríos
Sauce de Luna;Federal;Provincia de Entre Ríos
San José de Feliciano;Feliciano;Provincia de Entre Ríos
San Víctor ;Feliciano;Provincia de Entre Ríos
Aldea Asunción;Gualeguay;Provincia de Entre Ríos
Estación Lazo;Gualeguay;Provincia de Entre Ríos
General Galarza;Gualeguay;Provincia de Entre Ríos
Gualeguay;Gualeguay;Provincia de Entre Ríos
Puerto Ruiz;Gualeguay;Provincia de Entre Ríos
Aldea San Antonio;Gualeguaychú;Provincia de Entre Ríos
Aldea San Juan;Gualeguaychú;Provincia de Entre Ríos
Enrique Carbó;Gualeguaychú;Provincia de Entre Ríos
Faustino M. Parera ;Gualeguaychú;Provincia de Entre Ríos
General Almada;Gualeguaychú;Provincia de Entre Ríos
Gilbert;Gualeguaychú;Provincia de Entre Ríos
Gualeguaychú;Gualeguaychú;Provincia de Entre Ríos
Irazusta;Gualeguaychú;Provincia de Entre Ríos
Larroque;Gualeguaychú;Provincia de Entre Ríos
Pueblo General Belgrano;Gualeguaychú;Provincia de Entre Ríos
Urdinarrain;Gualeguaychú;Provincia de Entre Ríos
Arroyo Martínez;Islas del Ibicuy;Provincia de Entre Ríos
Ceibas;Islas del Ibicuy;Provincia de Entre Ríos
Ibicuy;Islas del Ibicuy;Provincia de Entre Ríos
Médanos;Islas del Ibicuy;Provincia de Entre Ríos
Ñancay;Islas del Ibicuy;Provincia de Entre Ríos
Villa Paranacito;Islas del Ibicuy;Provincia de Entre Ríos
Bovril;La Paz;Provincia de Entre Ríos
Colonia Avigdor;La Paz;Provincia de Entre Ríos
El Solar;La Paz;Provincia de Entre Ríos
La Paz;La Paz;Provincia de Entre Ríos
Piedras Blancas;La Paz;Provincia de Entre Ríos
Pueblo Arrúa;La Paz;Provincia de Entre Ríos
San Gustavo ;La Paz;Provincia de Entre Ríos
Santa Elena;La Paz;Provincia de Entre Ríos
Sir Leonard;La Paz;Provincia de Entre Ríos
Aranguren;Nogoyá;Provincia de Entre Ríos
Betbeder;Nogoyá;Provincia de Entre Ríos
Don Cristóbal;Nogoyá;Provincia de Entre Ríos
Febré;Nogoyá;Provincia de Entre Ríos
Hernández;Nogoyá;Provincia de Entre Ríos
Lucas González;Nogoyá;Provincia de Entre Ríos
Nogoyá;Nogoyá;Provincia de Entre Ríos
XX de Setiembre;Nogoyá;Provincia de Entre Ríos
Aldea María Luisa;Paraná;Provincia de Entre Ríos
Aldea San Rafael;Paraná;Provincia de Entre Ríos
Aldea Santa María;Paraná;Provincia de Entre Ríos
Aldea Santa Rosa;Paraná;Provincia de Entre Ríos
Cerrito;Paraná;Provincia de Entre Ríos
Colonia Avellaneda;Paraná;Provincia de Entre Ríos
Crespo;Paraná;Provincia de Entre Ríos
El Palenque;Paraná;Provincia de Entre Ríos
El Pingo;Paraná;Provincia de Entre Ríos
Hasenkamp;Paraná;Provincia de Entre Ríos
Hernandarias;Paraná;Provincia de Entre Ríos
La Picada;Paraná;Provincia de Entre Ríos
Las Tunas ;Paraná;Provincia de Entre Ríos
María Grande;Paraná;Provincia de Entre Ríos
Oro Verde;Paraná;Provincia de Entre Ríos
Paraná;Paraná;Provincia de Entre Ríos
Pueblo Bellocq (Est. Las Garzas) ;Paraná;Provincia de Entre Ríos
Pueblo Brugo;Paraná;Provincia de Entre Ríos
Pueblo General San Martín;Paraná;Provincia de Entre Ríos
San Benito;Paraná;Provincia de Entre Ríos
Sauce Montrull;Paraná;Provincia de Entre Ríos
Sauce Pinto ;Paraná;Provincia de Entre Ríos
Seguí;Paraná;Provincia de Entre Ríos
Sosa;Paraná;Provincia de Entre Ríos
Tabossi;Paraná;Provincia de Entre Ríos
Tezanos Pinto;Paraná;Provincia de Entre Ríos
Viale;Paraná;Provincia de Entre Ríos
Villa Fontana;Paraná;Provincia de Entre Ríos
Villa Gdor. Luis F. Etchevehere;Paraná;Provincia de Entre Ríos
Villa Urquiza;Paraná;Provincia de Entre Ríos
General Campos;San Salvador;Provincia de Entre Ríos
San Salvador;San Salvador;Provincia de Entre Ríos
Altamirano Sur ;Tala;Provincia de Entre Ríos
Durazno;Tala;Provincia de Entre Ríos
Estación Arroyo Clé;Tala;Provincia de Entre Ríos
Gobernador Echagüe;Tala;Provincia de Entre Ríos
Gobernador Mansilla;Tala;Provincia de Entre Ríos
Gobernador Solá;Tala;Provincia de Entre Ríos
Guardamonte;Tala;Provincia de Entre Ríos
Las Guachas;Tala;Provincia de Entre Ríos
Maciá;Tala;Provincia de Entre Ríos
Rosario del Tala;Tala;Provincia de Entre Ríos
Basavilbaso;Uruguay;Provincia de Entre Ríos
Caseros;Uruguay;Provincia de Entre Ríos
Colonia Elía;Uruguay;Provincia de Entre Ríos
Concepción del Uruguay;Uruguay;Provincia de Entre Ríos
Estancia San Pedro;Uruguay;Provincia de Entre Ríos
Herrera;Uruguay;Provincia de Entre Ríos
Las Moscas;Uruguay;Provincia de Entre Ríos
Líbaros;Uruguay;Provincia de Entre Ríos
"1º de Mayo";Uruguay;Provincia de Entre Ríos
Pronunciamiento;Uruguay;Provincia de Entre Ríos
Rocamora;Uruguay;Provincia de Entre Ríos
Santa Anita;Uruguay;Provincia de Entre Ríos
Villa Mantero;Uruguay;Provincia de Entre Ríos
Villa San Justo;Uruguay;Provincia de Entre Ríos
Villa San Marcial (Est. Gobernador Urquiza);Uruguay;Provincia de Entre Ríos
Antelo;Victoria;Provincia de Entre Ríos
Charigüé;Victoria;Provincia de Entre Ríos
Laguna del Pescado;Victoria;Provincia de Entre Ríos
Molino Doll ;Victoria;Provincia de Entre Ríos
Rincón de Nogoyá;Victoria;Provincia de Entre Ríos
Victoria;Victoria;Provincia de Entre Ríos
Estación Raíces;Villaguay;Provincia de Entre Ríos
Ingeniero Miguel Sajaroff;Villaguay;Provincia de Entre Ríos
Jubileo;Villaguay;Provincia de Entre Ríos
Mojones Norte;Villaguay;Provincia de Entre Ríos
Paso de la Laguna;Villaguay;Provincia de Entre Ríos
Villa Clara;Villaguay;Provincia de Entre Ríos
Villa Domínguez;Villaguay;Provincia de Entre Ríos
Villaguay;Villaguay;Provincia de Entre Ríos
Laguna Yema;Bermejo;Provincia de Formosa
Los Chiriguanos ;Bermejo;Provincia de Formosa
Pozo de Maza;Bermejo;Provincia de Formosa
Pozo del Mortero;Bermejo;Provincia de Formosa
Colonia Pastoril;Formosa;Provincia de Formosa
Formosa;Formosa;Provincia de Formosa
Gran Guardia;Formosa;Provincia de Formosa
Mariano Boedo;Formosa;Provincia de Formosa
Mojón de Fierro;Formosa;Provincia de Formosa
San Hilario;Formosa;Provincia de Formosa
Villa del Carmen;Formosa;Provincia de Formosa
Banco Payaguá;Laishi;Provincia de Formosa
General Lucio V. Mansilla;Laishi;Provincia de Formosa
Herradura;Laishi;Provincia de Formosa
San Francisco de Laishi ;Laishi;Provincia de Formosa
Tatané;Laishi;Provincia de Formosa
Villa Escolar;Laishi;Provincia de Formosa
Ingeniero Guillermo N. Juárez;Matacos;Provincia de Formosa
Bartolomé de las Casas;Patiño;Provincia de Formosa
Colonia Sarmiento;Patiño;Provincia de Formosa
Comandante Fontana;Patiño;Provincia de Formosa
El Recreo;Patiño;Provincia de Formosa
Estanislao del Campo;Patiño;Provincia de Formosa
Fortín Cabo 1º Lugones;Patiño;Provincia de Formosa
Fortín Sargento 1º Leyes;Patiño;Provincia de Formosa
Ibarreta;Patiño;Provincia de Formosa
Juan G. Bazán;Patiño;Provincia de Formosa
Las Lomitas;Patiño;Provincia de Formosa
Posta Cambio Zalazar;Patiño;Provincia de Formosa
Pozo del Tigre;Patiño;Provincia de Formosa
San Martín I;Patiño;Provincia de Formosa
San Martín II;Patiño;Provincia de Formosa
Subteniente Perín;Patiño;Provincia de Formosa
Villa General Güemes;Patiño;Provincia de Formosa
Villa General Manuel Belgrano;Patiño;Provincia de Formosa
Buena Vista;Pilagás;Provincia de Formosa
El Espinillo;Pilagás;Provincia de Formosa
Laguna Gallo;Pilagás;Provincia de Formosa
Misión Tacaaglé;Pilagás;Provincia de Formosa
Portón Negro;Pilagás;Provincia de Formosa
Tres Lagunas;Pilagás;Provincia de Formosa
Clorinda;Pilcomayo;Provincia de Formosa
Laguna Blanca;Pilcomayo;Provincia de Formosa
Laguna Naick-Neck;Pilcomayo;Provincia de Formosa
Palma Sola;Pilcomayo;Provincia de Formosa
Puerto Pilcomayo;Pilcomayo;Provincia de Formosa
Riacho He-He ;Pilcomayo;Provincia de Formosa
Riacho Negro;Pilcomayo;Provincia de Formosa
Siete Palmas;Pilcomayo;Provincia de Formosa
Colonia Campo Villafañe;Pirané;Provincia de Formosa
El Colorado;Pirané;Provincia de Formosa
Palo Santo;Pirané;Provincia de Formosa
Pirané;Pirané;Provincia de Formosa
Villa Kilómetro 213;Pirané;Provincia de Formosa
El Potrillo;Ramón Lista;Provincia de Formosa
General Mosconi ;Ramón Lista;Provincia de Formosa
Abdón Castro Tolay;Cochinoca;Provincia de Jujuy
Abra Pampa;Cochinoca;Provincia de Jujuy
Abralaite;Cochinoca;Provincia de Jujuy
Casabindo;Cochinoca;Provincia de Jujuy
Cochinoca;Cochinoca;Provincia de Jujuy
Puesto del Marquéz;Cochinoca;Provincia de Jujuy
Rinconadillas;Cochinoca;Provincia de Jujuy
San Francisco de Alfarcito;Cochinoca;Provincia de Jujuy
Santuario de Tres Pozos;Cochinoca;Provincia de Jujuy
Tusaquillas;Cochinoca;Provincia de Jujuy
Aguas Calientes;El Carmen;Provincia de Jujuy
Barrio El Milagro;El Carmen;Provincia de Jujuy
Barrio La Unión;El Carmen;Provincia de Jujuy
El Carmen;El Carmen;Provincia de Jujuy
Los Lapachos (Est. Maquinista Verón);El Carmen;Provincia de Jujuy
Manantiales;El Carmen;Provincia de Jujuy
Monterrico ;El Carmen;Provincia de Jujuy
Pampa Blanca;El Carmen;Provincia de Jujuy
Perico ;El Carmen;Provincia de Jujuy
Puesto Viejo ;El Carmen;Provincia de Jujuy
San Isidro;El Carmen;Provincia de Jujuy
San Juancito;El Carmen;Provincia de Jujuy
Guerrero;Dr. Manuel Belgrano;Provincia de Jujuy
La Almona;Dr. Manuel Belgrano;Provincia de Jujuy
León;Dr. Manuel Belgrano;Provincia de Jujuy
Lozano;Dr. Manuel Belgrano;Provincia de Jujuy
Ocloyas;Dr. Manuel Belgrano;Provincia de Jujuy
San Salvador de Jujuy (Est. Jujuy);Dr. Manuel Belgrano;Provincia de Jujuy
Yala;Dr. Manuel Belgrano;Provincia de Jujuy
Coctaca;Humahuaca;Provincia de Jujuy
El Aguilar ;Humahuaca;Provincia de Jujuy
Hipólito Yrigoyen (Est. Iturbe);Humahuaca;Provincia de Jujuy
Humahuaca;Humahuaca;Provincia de Jujuy
Tres Cruces;Humahuaca;Provincia de Jujuy
Uquía (Est. Senador Pérez);Humahuaca;Provincia de Jujuy
Bananal;Ledesma;Provincia de Jujuy
Bermejito;Ledesma;Provincia de Jujuy
Caimancito;Ledesma;Provincia de Jujuy
Calilegua;Ledesma;Provincia de Jujuy
Chalicán;Ledesma;Provincia de Jujuy
Fraile Pintado;Ledesma;Provincia de Jujuy
Libertad;Ledesma;Provincia de Jujuy
Libertador Grl. San Martín (Est. Ledesma);Ledesma;Provincia de Jujuy
Maíz Negro;Ledesma;Provincia de Jujuy
Paulina;Ledesma;Provincia de Jujuy
Yuto;Ledesma;Provincia de Jujuy
Carahunco;Palpalá;Provincia de Jujuy
Centro Forestal;Palpalá;Provincia de Jujuy
Mina 9 de Octubre;Palpalá;Provincia de Jujuy
Palpalá (Est. Grl. Manuel N. Savio);Palpalá;Provincia de Jujuy
Lagunillas de Farallón;Rinconada;Provincia de Jujuy
Liviara;Rinconada;Provincia de Jujuy
Nuevo Pirquitas;Rinconada;Provincia de Jujuy
Rinconada;Rinconada;Provincia de Jujuy
El Ceibal;San Antonio;Provincia de Jujuy
Loteo Navea;San Antonio;Provincia de Jujuy
San Antonio;San Antonio;Provincia de Jujuy
Arrayanal;San Pedro;Provincia de Jujuy
Arroyo Colorado;San Pedro;Provincia de Jujuy
Don Emilio;San Pedro;Provincia de Jujuy
El Acheral;San Pedro;Provincia de Jujuy
El Puesto;San Pedro;Provincia de Jujuy
El Quemado;San Pedro;Provincia de Jujuy
La Esperanza ;San Pedro;Provincia de Jujuy
La Manga;San Pedro;Provincia de Jujuy
La Mendieta;San Pedro;Provincia de Jujuy
Miraflores;San Pedro;Provincia de Jujuy
Palos Blancos;San Pedro;Provincia de Jujuy
Parapetí;San Pedro;Provincia de Jujuy
Piedritas;San Pedro;Provincia de Jujuy
Rodeito;San Pedro;Provincia de Jujuy
Rosario de Río Grande;San Pedro;Provincia de Jujuy
San Antonio;San Pedro;Provincia de Jujuy
San Lucas;San Pedro;Provincia de Jujuy
San Pedro (Est. San Pedro de Jujuy);San Pedro;Provincia de Jujuy
Sauzal;San Pedro;Provincia de Jujuy
El Fuerte;Santa Bárbara;Provincia de Jujuy
El Piquete;Santa Bárbara;Provincia de Jujuy
El Talar ;Santa Bárbara;Provincia de Jujuy
Palma Sola;Santa Bárbara;Provincia de Jujuy
Puente Lavayén;Santa Bárbara;Provincia de Jujuy
Santa Clara;Santa Bárbara;Provincia de Jujuy
Vinalito;Santa Bárbara;Provincia de Jujuy
Casira;Santa Catalina;Provincia de Jujuy
Ciénega;Santa Catalina;Provincia de Jujuy
Cieneguillas;Santa Catalina;Provincia de Jujuy
Cusi Cusi;Santa Catalina;Provincia de Jujuy
La Ciénega;Santa Catalina;Provincia de Jujuy
Misarrumi;Santa Catalina;Provincia de Jujuy
Oratorio;Santa Catalina;Provincia de Jujuy
Paicone;Santa Catalina;Provincia de Jujuy
San Juan de Oros;Santa Catalina;Provincia de Jujuy
Santa Catalina;Santa Catalina;Provincia de Jujuy
Yoscaba;Santa Catalina;Provincia de Jujuy
Catua;Susques;Provincia de Jujuy
Coranzuli;Susques;Provincia de Jujuy
El Toro;Susques;Provincia de Jujuy
Huáncar;Susques;Provincia de Jujuy
Mina Providencia;Susques;Provincia de Jujuy
Olaroz Chico;Susques;Provincia de Jujuy
Pastos Chicos;Susques;Provincia de Jujuy
Puesto Sey;Susques;Provincia de Jujuy
San Juan de Quillaqués;Susques;Provincia de Jujuy
Susques;Susques;Provincia de Jujuy
Colonia San José;Tilcara;Provincia de Jujuy
Huacalera;Tilcara;Provincia de Jujuy
Juella;Tilcara;Provincia de Jujuy
Maimará;Tilcara;Provincia de Jujuy
Tilcara;Tilcara;Provincia de Jujuy
Bárcena;Tumbaya;Provincia de Jujuy
El Moreno;Tumbaya;Provincia de Jujuy
Purmamarca;Tumbaya;Provincia de Jujuy
Tumbaya;Tumbaya;Provincia de Jujuy
Volcán;Tumbaya;Provincia de Jujuy
Caspalá;Valle Grande;Provincia de Jujuy
Pampichuela;Valle Grande;Provincia de Jujuy
San Francisco;Valle Grande;Provincia de Jujuy
Santa Ana;Valle Grande;Provincia de Jujuy
Valle Colorado;Valle Grande;Provincia de Jujuy
Valle Grande;Valle Grande;Provincia de Jujuy
Barrios;Yavi;Provincia de Jujuy
Cangrejillos;Yavi;Provincia de Jujuy
El Cóndor;Yavi;Provincia de Jujuy
La Intermedia;Yavi;Provincia de Jujuy
La Quiaca;Yavi;Provincia de Jujuy
Llulluchayoc;Yavi;Provincia de Jujuy
Pumahuasi;Yavi;Provincia de Jujuy
Yavi;Yavi;Provincia de Jujuy
Yavi Chico;Yavi;Provincia de Jujuy
Doblas;Atreucó;Provincia de La Pampa
Macachín;Atreucó;Provincia de La Pampa
Miguel Riglos;Atreucó;Provincia de La Pampa
Rolón;Atreucó;Provincia de La Pampa
Tomás M. Anchorena;Atreucó;Provincia de La Pampa
Anzoátegui;Caleu Caleu;Provincia de La Pampa
La Adela;Caleu Caleu;Provincia de La Pampa
Anguil;Capital;Provincia de La Pampa
Santa Rosa;Capital;Provincia de La Pampa
Catriló;Catriló;Provincia de La Pampa
La Gloria;Catriló;Provincia de La Pampa
Lonquimay;Catriló;Provincia de La Pampa
Uriburu;Catriló;Provincia de La Pampa
Conhelo;Conhelo;Provincia de La Pampa
Eduardo Castex;Conhelo;Provincia de La Pampa
Mauricio Mayer;Conhelo;Provincia de La Pampa
Monte Nievas;Conhelo;Provincia de La Pampa
Rucanelo;Conhelo;Provincia de La Pampa
Winifreda;Conhelo;Provincia de La Pampa
Gobernador Duval;Curacó;Provincia de La Pampa
Puelches;Curacó;Provincia de La Pampa
Santa Isabel;Chalileo;Provincia de La Pampa
Bernardo Larroude;Chapaleufú;Provincia de La Pampa
Ceballos;Chapaleufú;Provincia de La Pampa
Coronel Hilario Lagos  (Est. Aguas Buenas);Chapaleufú;Provincia de La Pampa
Intendente Alvear;Chapaleufú;Provincia de La Pampa
Sarah;Chapaleufú;Provincia de La Pampa
Vértiz;Chapaleufú;Provincia de La Pampa
Algarrobo del Águila;Chical Co;Provincia de La Pampa
La Humada;Chical Co;Provincia de La Pampa
Alpachiri;Guatraché;Provincia de La Pampa
General Manuel J. Campos;Guatraché;Provincia de La Pampa
Guatraché;Guatraché;Provincia de La Pampa
Perú;Guatraché;Provincia de La Pampa
Santa Teresa;Guatraché;Provincia de La Pampa
Abramo;Hucal;Provincia de La Pampa
Bernasconi;Hucal;Provincia de La Pampa
General San Martín (Est. Villa Alba);Hucal;Provincia de La Pampa
Hucal;Hucal;Provincia de La Pampa
Jacinto Aráuz;Hucal;Provincia de La Pampa
Cuchillo Co;Lihuel Calel;Provincia de La Pampa
La Reforma;Limay Mahuida;Provincia de La Pampa
Limay Mahuida;Limay Mahuida;Provincia de La Pampa
Carro Quemado;Loventué;Provincia de La Pampa
Loventué;Loventué;Provincia de La Pampa
Luan Toro;Loventué;Provincia de La Pampa
Telén;Loventué;Provincia de La Pampa
Victorica;Loventué;Provincia de La Pampa
Agustoni;Maracó;Provincia de La Pampa
Dorila;Maracó;Provincia de La Pampa
General Pico;Maracó;Provincia de La Pampa
Speluzzi;Maracó;Provincia de La Pampa
Trebolares;Maracó;Provincia de La Pampa
Puelén;Puelén;Provincia de La Pampa
"25 de Mayo";Puelén;Provincia de La Pampa
Colonia Barón;Quemú Quemú;Provincia de La Pampa
Colonia San José;Quemú Quemú;Provincia de La Pampa
Miguel Cané;Quemú Quemú;Provincia de La Pampa
Quemú Quemú;Quemú Quemú;Provincia de La Pampa
Relmo;Quemú Quemú;Provincia de La Pampa
Villa Mirasol;Quemú Quemú;Provincia de La Pampa
Caleufú;Rancul;Provincia de La Pampa
Ingeniero Foster;Rancul;Provincia de La Pampa
La Maruja;Rancul;Provincia de La Pampa
Parera;Rancul;Provincia de La Pampa
Pichi Huinca;Rancul;Provincia de La Pampa
Quetrequén;Rancul;Provincia de La Pampa
Rancul;Rancul;Provincia de La Pampa
Adolfo Van Praet;Realicó;Provincia de La Pampa
Alta Italia;Realicó;Provincia de La Pampa
Damián Maisonave (Est. Simson);Realicó;Provincia de La Pampa
Embajador Martini;Realicó;Provincia de La Pampa
Falucho;Realicó;Provincia de La Pampa
Ingeniero Luiggi;Realicó;Provincia de La Pampa
Ojeda;Realicó;Provincia de La Pampa
Realicó;Realicó;Provincia de La Pampa
Naicó;Toay;Provincia de La Pampa
Toay;Toay;Provincia de La Pampa
Arata;Trenel;Provincia de La Pampa
Metileo;Trenel;Provincia de La Pampa
Trenel;Trenel;Provincia de La Pampa
Ataliva Roca;Utracán;Provincia de La Pampa
Chacharramendi;Utracán;Provincia de La Pampa
Colonia Santa María;Utracán;Provincia de La Pampa
General Acha;Utracán;Provincia de La Pampa
Quehué;Utracán;Provincia de La Pampa
Unanué;Utracán;Provincia de La Pampa
Aimogasta ;Arauco;Provincia de La Rioja
Arauco;Arauco;Provincia de La Rioja
Bañado de los Pantanos;Arauco;Provincia de La Rioja
Estación Mazán;Arauco;Provincia de La Rioja
Villa Mazán;Arauco;Provincia de La Rioja
La Rioja ;Capital;Provincia de La Rioja
Aminga;Castro Barros;Provincia de La Rioja
Anillaco;Castro Barros;Provincia de La Rioja
Anjullón;Castro Barros;Provincia de La Rioja
Chuquis;Castro Barros;Provincia de La Rioja
Los Molinos;Castro Barros;Provincia de La Rioja
Pinchas;Castro Barros;Provincia de La Rioja
San Pedro;Castro Barros;Provincia de La Rioja
Santa Vera Cruz;Castro Barros;Provincia de La Rioja
Aicuñá;General Felipe Varela;Provincia de La Rioja
Guandacol;General Felipe Varela;Provincia de La Rioja
Los Palacios;General Felipe Varela;Provincia de La Rioja
Pagancillo;General Felipe Varela;Provincia de La Rioja
Villa Unión;General Felipe Varela;Provincia de La Rioja
Chamical ;Chamical;Provincia de La Rioja
Polco;Chamical;Provincia de La Rioja
Chilecito ;Chilecito;Provincia de La Rioja
Colonia Anguinán;Chilecito;Provincia de La Rioja
Colonia Catinzaco;Chilecito;Provincia de La Rioja
Colonia Malligasta;Chilecito;Provincia de La Rioja
Colonia Vichigasta;Chilecito;Provincia de La Rioja
Guanchín;Chilecito;Provincia de La Rioja
Malligasta;Chilecito;Provincia de La Rioja
Miranda;Chilecito;Provincia de La Rioja
Nonogasta;Chilecito;Provincia de La Rioja
San Nicolás;Chilecito;Provincia de La Rioja
Santa Florentina;Chilecito;Provincia de La Rioja
Sañogasta;Chilecito;Provincia de La Rioja
Tilimuqui;Chilecito;Provincia de La Rioja
Vichigasta ;Chilecito;Provincia de La Rioja
Alto Carrizal;Famatina;Provincia de La Rioja
Angulos;Famatina;Provincia de La Rioja
Antinaco;Famatina;Provincia de La Rioja
Bajo Carrizal;Famatina;Provincia de La Rioja
Campanas;Famatina;Provincia de La Rioja
Chañarmuyo;Famatina;Provincia de La Rioja
Famatina ;Famatina;Provincia de La Rioja
La Cuadra;Famatina;Provincia de La Rioja
Pituil;Famatina;Provincia de La Rioja
Plaza Vieja;Famatina;Provincia de La Rioja
Santa Cruz;Famatina;Provincia de La Rioja
Santo Domingo;Famatina;Provincia de La Rioja
Punta de los Llanos;Ángel Vicente Peñaloza;Provincia de La Rioja
Tama;Ángel Vicente Peñaloza;Provincia de La Rioja
Castro Barros;General Belgrano;Provincia de La Rioja
Chañar;General Belgrano;Provincia de La Rioja
Loma Blanca;General Belgrano;Provincia de La Rioja
Olta;General Belgrano;Provincia de La Rioja
Malanzán;General Juan Facundo Quiroga;Provincia de La Rioja
Nácate;General Juan Facundo Quiroga;Provincia de La Rioja
Portezuelo;General Juan Facundo Quiroga;Provincia de La Rioja
San Antonio;General Juan Facundo Quiroga;Provincia de La Rioja
Villa Castelli;General Lamadrid;Provincia de La Rioja
Ambil;General Ortiz de Ocampo;Provincia de La Rioja
Colonia Ortiz de Ocampo;General Ortiz de Ocampo;Provincia de La Rioja
Milagro;General Ortiz de Ocampo;Provincia de La Rioja
Olpas;General Ortiz de Ocampo;Provincia de La Rioja
Santa Rita de Catuna ;General Ortiz de Ocampo;Provincia de La Rioja
Ulapes;General San Martín;Provincia de La Rioja
Jagüé;Vinchina;Provincia de La Rioja
Villa San José de Vinchina ;Vinchina;Provincia de La Rioja
Amaná;Independencia;Provincia de La Rioja
Patquía;Independencia;Provincia de La Rioja
Chepes;Rosario Vera Peñaloza;Provincia de La Rioja
Desiderio Tello;Rosario Vera Peñaloza;Provincia de La Rioja
Salicas - San Blas ;San Blas de Los Sauces;Provincia de La Rioja
Villa Sanagasta;Sanagasta;Provincia de La Rioja
Mendoza;Capital;Provincia de Mendoza
Bowen ;General Alvear;Provincia de Mendoza
Carmensa ;General Alvear;Provincia de Mendoza
General Alvear (Est.Colonia Alvear Norte);General Alvear;Provincia de Mendoza
Los Compartos;General Alvear;Provincia de Mendoza
Godoy Cruz;Godoy Cruz;Provincia de Mendoza
Colonia Segovia (Est. Amigorena);Guaymallén;Provincia de Mendoza
Guaymallén;Guaymallén;Provincia de Mendoza
La Primavera;Guaymallén;Provincia de Mendoza
Los Corralitos;Guaymallén;Provincia de Mendoza
Puente de Hierro ;Guaymallén;Provincia de Mendoza
Ingeniero Giagnoni;Junín;Provincia de Mendoza
Junín ;Junín;Provincia de Mendoza
La Colonia;Junín;Provincia de Mendoza
Los Barriales;Junín;Provincia de Mendoza
Medrano;Junín;Provincia de Mendoza
Phillips;Junín;Provincia de Mendoza
Rodríguez Peña;Junín;Provincia de Mendoza
Desaguadero;La Paz;Provincia de Mendoza
La Paz ;La Paz;Provincia de Mendoza
Villa Antigua;La Paz;Provincia de Mendoza
Blanco Encalada;Las Heras;Provincia de Mendoza
Capdeville;Las Heras;Provincia de Mendoza
Jocolí ;Las Heras;Provincia de Mendoza
Las Cuevas;Las Heras;Provincia de Mendoza
Las Heras;Las Heras;Provincia de Mendoza
Los Penitentes;Las Heras;Provincia de Mendoza
Papagayos;Las Heras;Provincia de Mendoza
Polvaredas;Las Heras;Provincia de Mendoza
Puente del Inca;Las Heras;Provincia de Mendoza
Punta de Vacas;Las Heras;Provincia de Mendoza
Uspallata ;Las Heras;Provincia de Mendoza
Barrio Alto del Olvido;Lavalle;Provincia de Mendoza
Barrio Jocolí II;Lavalle;Provincia de Mendoza
Barrio La Palmera;Lavalle;Provincia de Mendoza
Barrio La Pega;Lavalle;Provincia de Mendoza
Barrio Lagunas de Bartoluzzi;Lavalle;Provincia de Mendoza
Barrio Los Jarilleros;Lavalle;Provincia de Mendoza
Barrio Los Olivos;Lavalle;Provincia de Mendoza
Costa de Araujo;Lavalle;Provincia de Mendoza
El Paramillo;Lavalle;Provincia de Mendoza
El Vergel;Lavalle;Provincia de Mendoza
Ingeniero Gustavo André;Lavalle;Provincia de Mendoza
Jocolí ;Lavalle;Provincia de Mendoza
Jocolí Viejo;Lavalle;Provincia de Mendoza
Las Violetas;Lavalle;Provincia de Mendoza
"3 de Mayo";Lavalle;Provincia de Mendoza
Villa Tulumaya ;Lavalle;Provincia de Mendoza
Agrelo;Luán de Cuyo;Provincia de Mendoza
Barrio Perdriel IV;Luán de Cuyo;Provincia de Mendoza
Cacheuta;Luán de Cuyo;Provincia de Mendoza
Costa Flores;Luán de Cuyo;Provincia de Mendoza
El Carrizal;Luán de Cuyo;Provincia de Mendoza
El Salto;Luán de Cuyo;Provincia de Mendoza
Las Compuertas;Luán de Cuyo;Provincia de Mendoza
Las Vegas;Luán de Cuyo;Provincia de Mendoza
Luján de Cuyo;Luán de Cuyo;Provincia de Mendoza
Perdriel ;Luán de Cuyo;Provincia de Mendoza
Potrerillos;Luán de Cuyo;Provincia de Mendoza
Ugarteche;Luán de Cuyo;Provincia de Mendoza
Barrancas;Maipú;Provincia de Mendoza
Barrio Jesús de Nazaret ;Maipú;Provincia de Mendoza
Cruz de Piedra ;Maipú;Provincia de Mendoza
El Pedregal;Maipú;Provincia de Mendoza
Fray Luis Beltrán ;Maipú;Provincia de Mendoza
Maipú;Maipú;Provincia de Mendoza
Rodeo del Medio ;Maipú;Provincia de Mendoza
Russell;Maipú;Provincia de Mendoza
San Roque;Maipú;Provincia de Mendoza
Villa Teresa ;Maipú;Provincia de Mendoza
Agua Escondida;Malargüe;Provincia de Mendoza
Bardas Blancas;Malargüe;Provincia de Mendoza
Las Leñas;Malargüe;Provincia de Mendoza
Malargüe ;Malargüe;Provincia de Mendoza
Andrade ;Rivadavia;Provincia de Mendoza
Barrio Cooperativa Los Campamentos;Rivadavia;Provincia de Mendoza
Barrio Rivadavia;Rivadavia;Provincia de Mendoza
El Mirador;Rivadavia;Provincia de Mendoza
La Central;Rivadavia;Provincia de Mendoza
