locality_name;district_name;province_name
Álvarez de Toledo;Saladillo;Provincia de Buenos Aires
Blaquier;Saladillo;Provincia de Buenos Aires
Cazón;Saladillo;Provincia de Buenos Aires
Del Carril;Saladillo;Provincia de Buenos Aires
Polvaredas;Saladillo;Provincia de Buenos Aires
Saladillo;Saladillo;Provincia de Buenos Aires
Arroyo Dulce;Salto;Provincia de Buenos Aires
Berdier;Salto;Provincia de Buenos Aires
Gahan;Salto;Provincia de Buenos Aires
Inés Indart;Salto;Provincia de Buenos Aires
La Invencible;Salto;Provincia de Buenos Aires
Salto;Salto;Provincia de Buenos Aires
Quenumá;Salliqueló;Provincia de Buenos Aires
Salliqueló;Salliqueló;Provincia de Buenos Aires
Azcuénaga;San Andrés de Giles;Provincia de Buenos Aires
Cucullú;San Andrés de Giles;Provincia de Buenos Aires
Franklin;San Andrés de Giles;Provincia de Buenos Aires
San Andrés de Giles;San Andrés de Giles;Provincia de Buenos Aires
Solís;San Andrés de Giles;Provincia de Buenos Aires
Villa Espil;San Andrés de Giles;Provincia de Buenos Aires
Villa Ruiz;San Andrés de Giles;Provincia de Buenos Aires
Duggan ;San Antonio de Areco;Provincia de Buenos Aires
San Antonio de Areco;San Antonio de Areco;Provincia de Buenos Aires
Villa Lía;San Antonio de Areco;Provincia de Buenos Aires
Balneario San Cayetano;San Cayetano;Provincia de Buenos Aires
Ochandío;San Cayetano;Provincia de Buenos Aires
San Cayetano;San Cayetano;Provincia de Buenos Aires
San Fernando;San Fernando;Provincia de Buenos Aires
San Isidro;San Isidro;Provincia de Buenos Aires
San Miguel;San Miguel;Provincia de Buenos Aires
Conesa;San Nicolás;Provincia de Buenos Aires
Erezcano;San Nicolás;Provincia de Buenos Aires
General Rojo;San Nicolás;Provincia de Buenos Aires
La Emilia ;San Nicolás;Provincia de Buenos Aires
San Nicolás de los Arroyos ;San Nicolás;Provincia de Buenos Aires
Villa Esperanza;San Nicolás;Provincia de Buenos Aires
Gobernador Castro;San Pedro;Provincia de Buenos Aires
Obligado;San Pedro;Provincia de Buenos Aires
Pueblo Doyle;San Pedro;Provincia de Buenos Aires
Río Tala;San Pedro;Provincia de Buenos Aires
San Pedro;San Pedro;Provincia de Buenos Aires
Santa Lucía;San Pedro;Provincia de Buenos Aires
Domselaar;San Vicente;Provincia de Buenos Aires
San Vicente;San Vicente;Provincia de Buenos Aires
General Rivas;Suipacha;Provincia de Buenos Aires
Suipacha;Suipacha;Provincia de Buenos Aires
De la Canal;Tandil;Provincia de Buenos Aires
Desvío Aguirre;Tandil;Provincia de Buenos Aires
Gardey;Tandil;Provincia de Buenos Aires
María Ignacia (Est. Vela);Tandil;Provincia de Buenos Aires
Tandil;Tandil;Provincia de Buenos Aires
Crotto;Tapalqué;Provincia de Buenos Aires
Tapalqué;Tapalqué;Provincia de Buenos Aires
Velloso;Tapalqué;Provincia de Buenos Aires
Tigre;Tigre;Provincia de Buenos Aires
General Conesa;Tordillo;Provincia de Buenos Aires
Villa Roch;Tordillo;Provincia de Buenos Aires
Chasicó;Tornquist;Provincia de Buenos Aires
Saldungaray;Tornquist;Provincia de Buenos Aires
Sierra de la Ventana;Tornquist;Provincia de Buenos Aires
Tornquist;Tornquist;Provincia de Buenos Aires
Tres Picos;Tornquist;Provincia de Buenos Aires
Villa Las Encadenadas;Tornquist;Provincia de Buenos Aires
Villa Serrana La Gruta;Tornquist;Provincia de Buenos Aires
Villa Ventana;Tornquist;Provincia de Buenos Aires
Berutti;Trenque Lauquen;Provincia de Buenos Aires
Girodias;Trenque Lauquen;Provincia de Buenos Aires
La Carreta;Trenque Lauquen;Provincia de Buenos Aires
"30 de Agosto";Trenque Lauquen;Provincia de Buenos Aires
Trenque Lauquen;Trenque Lauquen;Provincia de Buenos Aires
Trongé;Trenque Lauquen;Provincia de Buenos Aires
Balneario Orense;Tres Arroyos;Provincia de Buenos Aires
Claromecó ;Tres Arroyos;Provincia de Buenos Aires
Copetonas;Tres Arroyos;Provincia de Buenos Aires
Lin Calel;Tres Arroyos;Provincia de Buenos Aires
Micaela Cascallares (Est. Cascallares);Tres Arroyos;Provincia de Buenos Aires
Orense;Tres Arroyos;Provincia de Buenos Aires
Reta;Tres Arroyos;Provincia de Buenos Aires
San Francisco de Bellocq;Tres Arroyos;Provincia de Buenos Aires
San Mayol;Tres Arroyos;Provincia de Buenos Aires
Tres Arroyos;Tres Arroyos;Provincia de Buenos Aires
Villa Rodríguez (Est. Barrow);Tres Arroyos;Provincia de Buenos Aires
Tres de Febrero;Tres de Febrero;Provincia de Buenos Aires
Ingeniero Thompson;Tres Lomas;Provincia de Buenos Aires
Tres Lomas ;Tres Lomas;Provincia de Buenos Aires
Agustín Mosconi;"25 de Mayo";Provincia de Buenos Aires
Del Valle;"25 de Mayo";Provincia de Buenos Aires
Ernestina;"25 de Mayo";Provincia de Buenos Aires
Gobernador Ugarte;"25 de Mayo";Provincia de Buenos Aires
Lucas Monteverde;"25 de Mayo";Provincia de Buenos Aires
Norberto de la Riestra;"25 de Mayo";Provincia de Buenos Aires
Pedernales;"25 de Mayo";Provincia de Buenos Aires
San Enrique;"25 de Mayo";Provincia de Buenos Aires
Valdés;"25 de Mayo";Provincia de Buenos Aires
"25 de Mayo";"25 de Mayo";Provincia de Buenos Aires
Vicente López;Vicente López;Provincia de Buenos Aires
Mar Azul;Villa Gesell;Provincia de Buenos Aires
Villa Gesell ;Villa Gesell;Provincia de Buenos Aires
Argerich;Villarino;Provincia de Buenos Aires
Colonia San Adolfo;Villarino;Provincia de Buenos Aires
Hilario Ascasubi;Villarino;Provincia de Buenos Aires
Juan Cousté (Est. Algarrobo);Villarino;Provincia de Buenos Aires
Mayor Buratovich;Villarino;Provincia de Buenos Aires
Médanos;Villarino;Provincia de Buenos Aires
Pedro Luro;Villarino;Provincia de Buenos Aires
Teniente Origone;Villarino;Provincia de Buenos Aires
Barrio Saavedra;Zárate;Provincia de Buenos Aires
Country Club El Casco;Zárate;Provincia de Buenos Aires
Escalada;Zárate;Provincia de Buenos Aires
Lima;Zárate;Provincia de Buenos Aires
Zárate ;Zárate;Provincia de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 1;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 2;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 3;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 4;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 5;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 6;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 7;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 8;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 9;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 10;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 11;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 12;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 13;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 14;Ciudad de Buenos Aires
Ciudad Autónoma de Buenos Aires;C.A.B.A. Comuna 15;Ciudad de Buenos Aires
Chuchucaruana;Ambató;Provincia de Catamarca
Colpes;Ambató;Provincia de Catamarca
El Bolsón;Ambató;Provincia de Catamarca
El Rodeo  ;Ambató;Provincia de Catamarca
Huaycama;Ambató;Provincia de Catamarca
La Puerta;Ambató;Provincia de Catamarca
Las Chacritas;Ambató;Provincia de Catamarca
Las Juntas;Ambató;Provincia de Catamarca
Los Castillos;Ambató;Provincia de Catamarca
Los Talas;Ambató;Provincia de Catamarca
Los Varela;Ambató;Provincia de Catamarca
Singuil;Ambató;Provincia de Catamarca
Ancasti;Ancastí;Provincia de Catamarca
Anquincila;Ancastí;Provincia de Catamarca
La Candelaria;Ancastí;Provincia de Catamarca
La Majada;Ancastí;Provincia de Catamarca
Amanao;Andalgalá;Provincia de Catamarca
Andalgalá;Andalgalá;Provincia de Catamarca
Chaquiago;Andalgalá;Provincia de Catamarca
Choya;Andalgalá;Provincia de Catamarca
El Alamito;Andalgalá;Provincia de Catamarca
El Lindero;Andalgalá;Provincia de Catamarca
El Potrero;Andalgalá;Provincia de Catamarca
La Aguada;Andalgalá;Provincia de Catamarca
Antofagasta de la Sierra;Antofagasta de la Sierra;Provincia de Catamarca
Antofalla;Antofagasta de la Sierra;Provincia de Catamarca
El Peñón;Antofagasta de la Sierra;Provincia de Catamarca
Los Nacimientos;Antofagasta de la Sierra;Provincia de Catamarca
Barranca Larga;Belén;Provincia de Catamarca
Belén;Belén;Provincia de Catamarca
Cóndor Huasi;Belén;Provincia de Catamarca
Corral Quemado;Belén;Provincia de Catamarca
El Durazno;Belén;Provincia de Catamarca
Farallón Negro;Belén;Provincia de Catamarca
Hualfín;Belén;Provincia de Catamarca
Jacipunco;Belén;Provincia de Catamarca
La Puntilla;Belén;Provincia de Catamarca
Las Juntas;Belén;Provincia de Catamarca
Londres ;Belén;Provincia de Catamarca
Los Nacimientos;Belén;Provincia de Catamarca
Puerta de Corral Quemado;Belén;Provincia de Catamarca
Puerta de San José;Belén;Provincia de Catamarca
Villa Vil;Belén;Provincia de Catamarca
Adolfo E. Carranza;Capayán;Provincia de Catamarca
Balde de la Punta;Capayán;Provincia de Catamarca
Capayán;Capayán;Provincia de Catamarca
Chumbicha;Capayán;Provincia de Catamarca
Colonia del Valle;Capayán;Provincia de Catamarca
Colonia Nueva Coneta;Capayán;Provincia de Catamarca
Concepción;Capayán;Provincia de Catamarca
Coneta;Capayán;Provincia de Catamarca
El Bañado;Capayán;Provincia de Catamarca
Huillapima;Capayán;Provincia de Catamarca
Los Angeles;Capayán;Provincia de Catamarca
Miraflores;Capayán;Provincia de Catamarca
San Martín;Capayán;Provincia de Catamarca
San Pablo;Capayán;Provincia de Catamarca
San Pedro;Capayán;Provincia de Catamarca
Barrio Bancario;Capital;Provincia de Catamarca
El Pantanillo;Capital;Provincia de Catamarca
San Fernando del Valle de Catamarca;Capital;Provincia de Catamarca
El Alto;El Alto;Provincia de Catamarca
Guayamba;El Alto;Provincia de Catamarca
Infanzón;El Alto;Provincia de Catamarca
Los Corrales;El Alto;Provincia de Catamarca
Tapso;El Alto;Provincia de Catamarca
Vilismán;El Alto;Provincia de Catamarca
Collagasta;Fray Mamerto Esquiú;Provincia de Catamarca
Pomancillo Este;Fray Mamerto Esquiú;Provincia de Catamarca
Pomancillo Oeste;Fray Mamerto Esquiú;Provincia de Catamarca
San José;Fray Mamerto Esquiú;Provincia de Catamarca
Villa Las Pirquitas;Fray Mamerto Esquiú;Provincia de Catamarca
Casa de Piedra;La Paz;Provincia de Catamarca
El Aybal;La Paz;Provincia de Catamarca
El Bañado;La Paz;Provincia de Catamarca
El Divisadero;La Paz;Provincia de Catamarca
El Quimilo;La Paz;Provincia de Catamarca
Esquiú;La Paz;Provincia de Catamarca
Icaño;La Paz;Provincia de Catamarca
La Dorada;La Paz;Provincia de Catamarca
La Guardia;La Paz;Provincia de Catamarca
Las Esquinas;La Paz;Provincia de Catamarca
Las Palmitas;La Paz;Provincia de Catamarca
Quirós;La Paz;Provincia de Catamarca
Ramblones;La Paz;Provincia de Catamarca
Recreo;La Paz;Provincia de Catamarca
San Antonio;La Paz;Provincia de Catamarca
Amadores;Paclín;Provincia de Catamarca
El Rosario;Paclín;Provincia de Catamarca
La Bajada;Paclín;Provincia de Catamarca
La Higuera;Paclín;Provincia de Catamarca
La Merced;Paclín;Provincia de Catamarca
La Viña;Paclín;Provincia de Catamarca
Las Lajas;Paclín;Provincia de Catamarca
Monte Potrero;Paclín;Provincia de Catamarca
Palo Labrado;Paclín;Provincia de Catamarca
San Antonio;Paclín;Provincia de Catamarca
Villa de Balcozna;Paclín;Provincia de Catamarca
Apoyaco;Pomán;Provincia de Catamarca
Colana;Pomán;Provincia de Catamarca
Colpes;Pomán;Provincia de Catamarca
El Pajonal (Est. Pomán);Pomán;Provincia de Catamarca
Joyango;Pomán;Provincia de Catamarca
Mutquin;Pomán;Provincia de Catamarca
Pomán ;Pomán;Provincia de Catamarca
Rincón;Pomán;Provincia de Catamarca
San Miguel;Pomán;Provincia de Catamarca
Saujil;Pomán;Provincia de Catamarca
Siján;Pomán;Provincia de Catamarca
Andalhualá;Santa María;Provincia de Catamarca
Caspichango;Santa María;Provincia de Catamarca
Chañar Punco;Santa María;Provincia de Catamarca
El Cajón;Santa María;Provincia de Catamarca
El Desmonte;Santa María;Provincia de Catamarca
El Puesto;Santa María;Provincia de Catamarca
Famatanca;Santa María;Provincia de Catamarca
Fuerte Quemado;Santa María;Provincia de Catamarca
La Hoyada;Santa María;Provincia de Catamarca
La Loma;Santa María;Provincia de Catamarca
Las Mojarras;Santa María;Provincia de Catamarca
Loro Huasi;Santa María;Provincia de Catamarca
Punta de Balasto;Santa María;Provincia de Catamarca
San José;Santa María;Provincia de Catamarca
Santa María;Santa María;Provincia de Catamarca
Yapes;Santa María;Provincia de Catamarca
Alijilán;Santa Rosa;Provincia de Catamarca
Bañado de Ovanta;Santa Rosa;Provincia de Catamarca
Las Cañas;Santa Rosa;Provincia de Catamarca
Lavalle;Santa Rosa;Provincia de Catamarca
Los Altos;Santa Rosa;Provincia de Catamarca
Manantiales;Santa Rosa;Provincia de Catamarca
San Pedro;Santa Rosa;Provincia de Catamarca
Anillaco;Tinogasta;Provincia de Catamarca
Antinaco;Tinogasta;Provincia de Catamarca
Banda de Lucero;Tinogasta;Provincia de Catamarca
Cerro Negro;Tinogasta;Provincia de Catamarca
Copacabana;Tinogasta;Provincia de Catamarca
Cordobita;Tinogasta;Provincia de Catamarca
Costa de Reyes;Tinogasta;Provincia de Catamarca
El Pueblito;Tinogasta;Provincia de Catamarca
El Puesto;Tinogasta;Provincia de Catamarca
El Salado;Tinogasta;Provincia de Catamarca
Fiambalá;Tinogasta;Provincia de Catamarca
Los Balverdis;Tinogasta;Provincia de Catamarca
Medanitos;Tinogasta;Provincia de Catamarca
Palo Blanco;Tinogasta;Provincia de Catamarca
Punta del Agua;Tinogasta;Provincia de Catamarca
Saujil;Tinogasta;Provincia de Catamarca
Tatón;Tinogasta;Provincia de Catamarca
Tinogasta;Tinogasta;Provincia de Catamarca
El Portezuelo;Valle Viejo;Provincia de Catamarca
Huaycama;Valle Viejo;Provincia de Catamarca
Las Tejas;Valle Viejo;Provincia de Catamarca
San Isidro;Valle Viejo;Provincia de Catamarca
Santa Cruz;Valle Viejo;Provincia de Catamarca
Concepción del Bermejo;Almirante Brown;Provincia del Chaco
Los Frentones;Almirante Brown;Provincia del Chaco
Pampa del Infierno;Almirante Brown;Provincia del Chaco
Río Muerto;Almirante Brown;Provincia del Chaco
Taco Pozo;Almirante Brown;Provincia del Chaco
General Vedia;Bermejo;Provincia del Chaco
Isla del Cerrito;Bermejo;Provincia del Chaco
La Leonesa;Bermejo;Provincia del Chaco
Las Palmas;Bermejo;Provincia del Chaco
Puerto Bermejo Nuevo;Bermejo;Provincia del Chaco
Puerto Bermejo Viejo;Bermejo;Provincia del Chaco
Puerto Eva Perón;Bermejo;Provincia del Chaco
Presidencia Roque Sáenz Peña;Comandante Fernández;Provincia del Chaco
Charata;Chacabuco;Provincia del Chaco
Gancedo;"12 de Octubre";Provincia del Chaco
General Capdevila;"12 de Octubre";Provincia del Chaco
General Pinedo;"12 de Octubre";Provincia del Chaco
Mesón de Fierro;"12 de Octubre";Provincia del Chaco
Pampa Landriel;"12 de Octubre";Provincia del Chaco
Hermoso Campo;"2 de Abril";Provincia del Chaco
Itín;"2 de Abril";Provincia del Chaco
Chorotis;Fray Justo Santa María de Oro;Provincia del Chaco
Santa Sylvina;Fray Justo Santa María de Oro;Provincia del Chaco
Venados Grandes;Fray Justo Santa María de Oro;Provincia del Chaco
Corzuela;General Belgrano;Provincia del Chaco
La Escondida;General Donovan;Provincia del Chaco
La Verde;General Donovan;Provincia del Chaco
Lapachito;General Donovan;Provincia del Chaco
Makallé;General Donovan;Provincia del Chaco
El Espinillo;General Güemes;Provincia del Chaco
El Sauzal;General Güemes;Provincia del Chaco
El Sauzalito;General Güemes;Provincia del Chaco
Fortín Lavalle;General Güemes;Provincia del Chaco
Fuerte Esperanza;General Güemes;Provincia del Chaco
Juan José Castelli;General Güemes;Provincia del Chaco
Miraflores;General Güemes;Provincia del Chaco
Nueva Pompeya;General Güemes;Provincia del Chaco
Puerto Lavalle;General Güemes;Provincia del Chaco
Villa Río Bermejito;General Güemes;Provincia del Chaco
Wichi;General Güemes;Provincia del Chaco
Zaparinqui;General Güemes;Provincia del Chaco
Avia Terai;Independencia;Provincia del Chaco
Campo Largo;Independencia;Provincia del Chaco
Fortín Las Chuñas;Independencia;Provincia del Chaco
Napenay;Independencia;Provincia del Chaco
Colonia Popular;Libertad;Provincia del Chaco
Estación General Obligado;Libertad;Provincia del Chaco
Laguna Blanca;Libertad;Provincia del Chaco
Puerto Tirol;Libertad;Provincia del Chaco
Ciervo Petiso;Libertador General San Martín;Provincia del Chaco
General José de San Martín ;Libertador General San Martín;Provincia del Chaco
La Eduvigis;Libertador General San Martín;Provincia del Chaco
Laguna Limpia;Libertador General San Martín;Provincia del Chaco
Pampa Almirón;Libertador General San Martín;Provincia del Chaco
Pampa del Indio;Libertador General San Martín;Provincia del Chaco
Presidencia Roca;Libertador General San Martín;Provincia del Chaco
Selvas del Río de Oro;Libertador General San Martín;Provincia del Chaco
Tres Isletas;Maipú;Provincia del Chaco
Coronel Du Graty;Mayor Luis J. Fontana;Provincia del Chaco
Enrique Urien;Mayor Luis J. Fontana;Provincia del Chaco
Villa Angela;Mayor Luis J. Fontana;Provincia del Chaco
Las Breñas;"9 de Julio";Provincia del Chaco
La Clotilde;O Higgins;Provincia del Chaco
La Tigra;O Higgins;Provincia del Chaco
San Bernardo;O Higgins;Provincia del Chaco
Presidencia de la Plaza;Presidencia de la Plaza;Provincia del Chaco
Barrio de los Pescadores;"1º de Mayo";Provincia del Chaco
Colonia Benítez;"1º de Mayo";Provincia del Chaco
Margarita Belén;"1º de Mayo";Provincia del Chaco
Quitilipi;Quitilipi;Provincia del Chaco
Villa El Palmar;Quitilipi;Provincia del Chaco
Barranqueras;San Fernando;Provincia del Chaco
Basail;San Fernando;Provincia del Chaco
Colonia Baranda;San Fernando;Provincia del Chaco
Fontana;San Fernando;Provincia del Chaco
Puerto Vilelas;San Fernando;Provincia del Chaco
Resistencia;San Fernando;Provincia del Chaco
Samuhú;San Lorenzo;Provincia del Chaco
Villa Berthet;San Lorenzo;Provincia del Chaco
Capitán Solari;Sargento Cabral;Provincia del Chaco
Colonia Elisa;Sargento Cabral;Provincia del Chaco
Colonias Unidas;Sargento Cabral;Provincia del Chaco
Ingeniero Barbet;Sargento Cabral;Provincia del Chaco
Las Garcitas;Sargento Cabral;Provincia del Chaco
Charadai;Tapenagá;Provincia del Chaco
Cote Lai;Tapenagá;Provincia del Chaco
Haumonia;Tapenagá;Provincia del Chaco
Horquilla;Tapenagá;Provincia del Chaco
La Sabana;Tapenagá;Provincia del Chaco
Colonia Aborigen;"25 de Mayo";Provincia del Chaco
Machagai;"25 de Mayo";Provincia del Chaco
Napalpí;"25 de Mayo";Provincia del Chaco
Arroyo Verde;Biedma;Provincia del Chubut
Puerto Madryn;Biedma;Provincia del Chubut
Puerto Pirámide;Biedma;Provincia del Chubut
Quinta El Mirador;Biedma;Provincia del Chubut
Buenos Aires Chico;Cushamen;Provincia del Chubut
Cholila;Cushamen;Provincia del Chubut
Cushamen Centro;Cushamen;Provincia del Chubut
El Hoyo;Cushamen;Provincia del Chubut
El Maitén;Cushamen;Provincia del Chubut
Epuyén;Cushamen;Provincia del Chubut
Gualjaina;Cushamen;Provincia del Chubut
Lago Epuyén;Cushamen;Provincia del Chubut
Lago Puelo;Cushamen;Provincia del Chubut
Leleque;Cushamen;Provincia del Chubut
Astra;Escalante;Provincia del Chubut
Bahía Bustamante;Escalante;Provincia del Chubut
Comodoro Rivadavia ;Escalante;Provincia del Chubut
Diadema Argentina;Escalante;Provincia del Chubut
Rada Tilly;Escalante;Provincia del Chubut
Camarones;Florentino Ameghino;Provincia del Chubut
Garayalde;Florentino Ameghino;Provincia del Chubut
Aldea Escolar;Futaleufú;Provincia del Chubut
Corcovado;Futaleufú;Provincia del Chubut
Esquel ;Futaleufú;Provincia del Chubut
Lago Rosario;Futaleufú;Provincia del Chubut
Los Cipreses;Futaleufú;Provincia del Chubut
Trevelín;Futaleufú;Provincia del Chubut
Villa Futalaufquen;Futaleufú;Provincia del Chubut
Dique Florentino Ameghino;Gaiman;Provincia del Chubut
Dolavon;Gaiman;Provincia del Chubut
Gaiman;Gaiman;Provincia del Chubut
"28 de Julio";Gaiman;Provincia del Chubut
Blancuntre;Gastre;Provincia del Chubut
El Escorial;Gastre;Provincia del Chubut
Gastre;Gastre;Provincia del Chubut
Lagunita Salada;Gastre;Provincia del Chubut
Yala Laubat;Gastre;Provincia del Chubut
Aldea Epulef;Languiñeo;Provincia del Chubut
Carrenleufú;Languiñeo;Provincia del Chubut
Colan Conhué;Languiñeo;Provincia del Chubut
Paso del Sapo;Languiñeo;Provincia del Chubut
Tecka;Languiñeo;Provincia del Chubut
El Mirasol;Mártires;Provincia del Chubut
Las Plumas;Mártires;Provincia del Chubut
Cerro Cóndor;Paso de Indios;Provincia del Chubut
Los Altares;Paso de Indios;Provincia del Chubut
Paso de Indios;Paso de Indios;Provincia del Chubut
Playa Magagna;Rawson;Provincia del Chubut
Playa Unión ;Rawson;Provincia del Chubut
Rawson;Rawson;Provincia del Chubut
Trelew;Rawson;Provincia del Chubut
Aldea Apeleg;Río Senguer;Provincia del Chubut
Aldea Beleiro;Río Senguer;Provincia del Chubut
Alto Río Senguer;Río Senguer;Provincia del Chubut
Doctor Ricardo Rojas;Río Senguer;Provincia del Chubut
Facundo;Río Senguer;Provincia del Chubut
Lago Blanco;Río Senguer;Provincia del Chubut
Río Mayo ;Río Senguer;Provincia del Chubut
Buen Pasto;Sarmiento;Provincia del Chubut
Sarmiento ;Sarmiento;Provincia del Chubut
Frontera de Río Pico;Tehuelches;Provincia del Chubut
Gobernador Costa;Tehuelches;Provincia del Chubut
José de San Martín;Tehuelches;Provincia del Chubut
Río Pico;Tehuelches;Provincia del Chubut
Gan Gan;Telsen;Provincia del Chubut
Telsen;Telsen;Provincia del Chubut
Amboy;Calamuchita;Provincia de Córdoba
Arroyo San Antonio;Calamuchita;Provincia de Córdoba
Cañada del Sauce;Calamuchita;Provincia de Córdoba
Capilla Vieja;Calamuchita;Provincia de Córdoba
El Corcovado - El Torreón;Calamuchita;Provincia de Córdoba
Embalse;Calamuchita;Provincia de Córdoba
La Cruz;Calamuchita;Provincia de Córdoba
La Cumbrecita;Calamuchita;Provincia de Córdoba
Las Bajadas;Calamuchita;Provincia de Córdoba
Las Caleras;Calamuchita;Provincia de Córdoba
Los Cóndores;Calamuchita;Provincia de Córdoba
Los Molinos;Calamuchita;Provincia de Córdoba
Los Reartes;Calamuchita;Provincia de Córdoba
Lutti;Calamuchita;Provincia de Córdoba
Monte Ralo;Calamuchita;Provincia de Córdoba
Parque Calmayo;Calamuchita;Provincia de Córdoba
Río de los Sauces;Calamuchita;Provincia de Córdoba
San Agustín;Calamuchita;Provincia de Córdoba
San Ignacio (Loteo San Javier);Calamuchita;Provincia de Córdoba
San Ignacio (Loteo Vélez Crespo);Calamuchita;Provincia de Córdoba
Santa Rosa de Calamuchita;Calamuchita;Provincia de Córdoba
Segunda Usina;Calamuchita;Provincia de Córdoba
Solar de los Molinos;Calamuchita;Provincia de Córdoba
Villa Alpina;Calamuchita;Provincia de Córdoba
Villa Amancay;Calamuchita;Provincia de Córdoba
Villa Berna;Calamuchita;Provincia de Córdoba
Villa Ciudad Parque Los Reartes (1a. Sección);Calamuchita;Provincia de Córdoba
Villa Ciudad Parque Los Reartes (3a. Sección);Calamuchita;Provincia de Córdoba
Villa del Dique;Calamuchita;Provincia de Córdoba
Villa El Tala;Calamuchita;Provincia de Córdoba
Villa General Belgrano;Calamuchita;Provincia de Córdoba
Villa La Rivera;Calamuchita;Provincia de Córdoba
Villa Quillinzo;Calamuchita;Provincia de Córdoba
Villa Rumipal;Calamuchita;Provincia de Córdoba
Villa San Miguel;Calamuchita;Provincia de Córdoba
Villa Yacanto;Calamuchita;Provincia de Córdoba
Córdoba;Capital;Provincia de Córdoba
Jardín Arenales;Capital;Provincia de Córdoba
Agua de Oro;Colón;Provincia de Córdoba
Ascochinga;Colón;Provincia de Córdoba
Canteras El Sauce;Colón;Provincia de Córdoba
Casa Bamba;Colón;Provincia de Córdoba
Colonia Caroya;Colón;Provincia de Córdoba
Colonia Tirolesa;Colón;Provincia de Córdoba
Colonia Vicente Agüero;Colón;Provincia de Córdoba
Corral Quemado;Colón;Provincia de Córdoba
Country Chacras de la Villa  - Country San Isidro;Colón;Provincia de Córdoba
El Diquecito;Colón;Provincia de Córdoba
El Manzano;Colón;Provincia de Córdoba
Estación Colonia Tirolesa ;Colón;Provincia de Córdoba
General Paz;Colón;Provincia de Córdoba
Jesús María;Colón;Provincia de Córdoba
La Calera;Colón;Provincia de Córdoba
La Granja;Colón;Provincia de Córdoba
La Puerta;Colón;Provincia de Córdoba
Los Molles;Colón;Provincia de Córdoba
Malvinas Argentinas;Colón;Provincia de Córdoba
Mendiolaza;Colón;Provincia de Córdoba
Mi Granja;Colón;Provincia de Córdoba
Pajas Blancas;Colón;Provincia de Córdoba
Río Ceballos;Colón;Provincia de Córdoba
Saldán;Colón;Provincia de Córdoba
Salsipuedes;Colón;Provincia de Córdoba
Santa Elena;Colón;Provincia de Córdoba
Tinoco;Colón;Provincia de Córdoba
Unquillo;Colón;Provincia de Córdoba
Villa Allende;Colón;Provincia de Córdoba
Villa Cerro Azul;Colón;Provincia de Córdoba
Villa El Fachinal - Parque Norte - Guiñazú Norte;Colón;Provincia de Córdoba
Villa Los Llanos;Colón;Provincia de Córdoba
Alto de los Quebrachos;Cruz del Eje;Provincia de Córdoba
Bañado de Soto;Cruz del Eje;Provincia de Córdoba
Canteras Quilpo;Cruz del Eje;Provincia de Córdoba
Cruz de Caña;Cruz del Eje;Provincia de Córdoba
Cruz del Eje;Cruz del Eje;Provincia de Córdoba
El Brete;Cruz del Eje;Provincia de Córdoba
El Rincón;Cruz del Eje;Provincia de Córdoba
Guanaco Muerto;Cruz del Eje;Provincia de Córdoba
La Banda;Cruz del Eje;Provincia de Córdoba
La Batea;Cruz del Eje;Provincia de Córdoba
La Higuera;Cruz del Eje;Provincia de Córdoba
Las Cañadas;Cruz del Eje;Provincia de Córdoba
Las Playas;Cruz del Eje;Provincia de Córdoba
Los Chañaritos;Cruz del Eje;Provincia de Córdoba
Media Naranja;Cruz del Eje;Provincia de Córdoba
Paso Viejo;Cruz del Eje;Provincia de Córdoba
San Marcos Sierra;Cruz del Eje;Provincia de Córdoba
Serrezuela;Cruz del Eje;Provincia de Córdoba
Tuclame;Cruz del Eje;Provincia de Córdoba
Villa de Soto;Cruz del Eje;Provincia de Córdoba
Del Campillo;General Roca;Provincia de Córdoba
Estación Lecueder;General Roca;Provincia de Córdoba
Hipólito Bouchard;General Roca;Provincia de Córdoba
Huinca Renancó;General Roca;Provincia de Córdoba
Italó;General Roca;Provincia de Córdoba
Mattaldi;General Roca;Provincia de Córdoba
